"USER_ID_hash","NvaPurchaseOnSesh","NvaPurchaseOnPage","No_Of_SessionsWithP","No_OfSeshPerUser","ConversionRate","TotalPgViewsPerUser","NumberOfCouponsBought","totaltime_peruser","RevenuePerUser"
"00e8fcf694a316710ac86b87690fc136",6,41,1,7,14.2857142857143,42,1,98.35,100
"00e9d0861a08f719505dd548fc5b6893",3,4,2,5,40,6,2,7.75,2080
"00eafddc183101c0423441c1ec19d812",38,56,7,45,15.5555555555556,63,9,96.3,12100
"00ed8102ef21b558b7ec54abc84209e7",4,7,1,5,20,8,1,20.1166666666667,2980
"00efdcc118bfcb6b8e9c05a6bfe83690",12,26,6,18,33.3333333333333,32,10,76.3666666666667,16410
"00f19d89871761d5e8f3aa2a9dc53d53",36,227,8,47,17.0212765957447,238,22,652.7,56426
"00f28790a5645782dc397f239157deb7",0,59,0,24,0,59,NA,161.783333333333,NA
"00fb2719a74a7743d941ad8aa9471f2b",8,27,1,10,10,29,2,100.35,950
"00fc5f5c80ea0096fb9b59ff284990cd",2,23,1,7,14.2857142857143,28,10,72.1833333333333,29000
"01013e0dfeeeeeccc67ba63db68cc8c3",34,200,18,60,30,226,37,471.666666666667,32020
"0101b3f41049fd4d3ac79c4c249d1e9c",0,8,0,5,0,8,NA,22.4166666666667,NA
"0104f3489e4545850640ca62a20eb78c",137,308,8,148,5.40540540540541,319,22,712.716666666667,45680
"01057e2fec0611cbd3791bc7b54b4f6c",0,3,0,3,0,3,NA,0,NA
"01066c8039163b15cabe1a66731cacc5",105,166,5,110,4.54545454545455,171,5,324.283333333333,2500
"01079a15d513328a563ed14810d8d812",317,969,18,337,5.34124629080119,989,25,1145.36666666667,78433
"010c72036a94b788683ac606f12c98ec",152,394,14,167,8.38323353293413,409,23,772.766666666667,33540
"010d84d55bf1f037ed24f4f1e0512cca",0,2,1,1,100,3,2,18.3,1960
"010f04c8a9e7eba59488c14a2ff94729",3,10,2,6,33.3333333333333,13,3,22.95,300
"010fbbf28b8867c20f41647080a06fdf",0,10,0,5,0,10,NA,28.0833333333333,NA
"01149812ed393ec4eb0030d647a4a7a7",2,5,1,3,33.3333333333333,6,4,10.25,37800
"0115d7ead6087e8c4e60440bdaf24741",0,1,0,1,0,1,NA,0,NA
"0116ea410b509218368c6a93243008cd",1,4,2,3,66.6666666666667,6,2,2.63333333333333,600
"011afe821b14fa95a943920c2560b814",0,1,1,1,100,2,1,2.45,100
"011bd393351ec55f60bcb53a3094bfbb",0,21,1,2,50,23,4,30.4666666666667,3070
"01207351c1fe8bee08051a4aee8bbefb",0,3,1,3,33.3333333333333,6,3,7.33333333333333,8800
"01223ae5c6179b5acba117aa61deb59c",0,3,1,1,100,4,1,9.11666666666667,7900
"01230197572f40586acf5415ca0cf75b",3,4,1,4,25,5,1,5.3,500
"01237e1e3fe4710b0774affa79128f48",0,134,0,62,0,134,NA,93.7666666666667,NA
"0123a2c65fa8f26e9daa407bdbed0dc0",86,206,17,106,16.0377358490566,226,20,670.85,71230
"01252657391aecf520d2a2f5df494579",0,1,0,1,0,1,NA,0,NA
"01299009ac6cf13f9a5c08e85d74278a",5,15,1,6,16.6666666666667,16,2,37,1980
"01299a508afa6132d817cd9d17375244",14,41,2,16,12.5,43,2,110.516666666667,100
"0129c72bb855f8a7d2b1cf5775d7e069",58,94,5,63,7.93650793650794,99,5,116.016666666667,5560
"012c474c3923dd4f533920dbebf45c5e",0,2,1,1,100,3,1,2.78333333333333,1000
"0135bb091e1ae71230f1f32eb88e8003",1,4,1,2,50,5,2,29.2833333333333,17600
"0137f73c8754c26c02e99758400aa898",28,81,10,42,23.8095238095238,95,16,204.75,28685
"013a4e63534d4b30ece3d0bc5018e262",4,14,1,5,20,15,1,34.1166666666667,1980
"013beebf9fbb6df46bbfdceb87b95501",2,5,2,4,50,7,2,134.416666666667,2000
"013d23aaf89fe8a6f7e3ad160a9a9899",2,30,2,5,40,33,5,76.5333333333333,4240
"013e15265fe9abf8fca010510f1f7e94",0,3,1,1,100,4,1,5.15,1750
"013e69bb792ec6c21f399760fd361975",5,17,1,6,16.6666666666667,18,1,64.3166666666667,2980
"013f0cbe1492f7fc27c7a83c4c84ea9d",5,16,1,6,16.6666666666667,17,1,94.8666666666667,4980
"013fce36d557cce6f534759f1b42f3ec",8,28,2,10,20,30,2,62.4333333333333,2730
"014161520657fd0d97127bd448325b00",0,0,1,1,100,1,1,0,1500
"01429c7ff2948b22b111e5b24e1cac6b",70,141,10,81,12.3456790123457,152,14,250.916666666667,34400
"014436d9eb5663f6cf4c646893116a11",13,16,2,15,13.3333333333333,18,2,2.93333333333333,3440
"01473e51f144dcd6b3b5df9b1d20cb86",1,3,1,2,50,4,1,2.31666666666667,500
"014c6b45618f0266bb15896cca45b097",14,24,4,18,22.2222222222222,28,4,16.5666666666667,1950
"014dcc5bea66ac420b81110d04f455c6",53,104,3,57,5.26315789473684,108,7,207.366666666667,27575
"0153b1d18ae76f4e80789b95ab081c84",164,274,2,166,1.20481927710843,276,2,534.65,2980
"015416d63ab40f65ac0d82d65553e384",31,65,9,41,21.9512195121951,75,15,116.483333333333,82545
"0155ad4d4edfdc1bfb93185ca4edc5e0",22,35,1,23,4.34782608695652,36,1,44.4,1200
"01571601a5c6b5658b3c4d392a0c4171",50,112,4,54,7.40740740740741,116,5,156.3,2298
"015bedf8367b5c1c5792f72082e3f58d",5,18,2,7,28.5714285714286,20,2,111.683333333333,3000
"015d8b88bcc1c2d8e42cf0a97c8defc6",0,133,0,73,0,133,NA,117.816666666667,NA
"016010c8c8c29f3312df85aa53bea633",0,14,0,2,0,14,NA,15.7166666666667,NA
"016331a24139def6e88b4da39f8ab8c4",117,301,7,126,5.55555555555556,310,14,719.016666666667,48384
"016677d312e2b1be831d147bf0fd4e1c",58,109,7,65,10.7692307692308,116,8,133.883333333333,13320
"0166bc8c7775d727fe01e462e6a75101",0,28,0,6,0,28,NA,49.7666666666667,NA
"0168bd69bb388767fac7ffa43f4e352b",0,1,0,1,0,1,NA,0,NA
"016a542ab5ae2f7330eca47d4b7f5e9b",3,24,1,4,25,25,1,36.4,980
"016ba254d7c5ae0a607754fe48855f26",0,3,0,3,0,3,NA,0,NA
"016d9e22f328423dc74eecd0d00a478a",0,3,0,3,0,3,NA,0,NA
"016db9a10d9072d2ef369578e5d01259",35,74,5,41,12.1951219512195,80,9,155.85,31628
"016ddc7196c00e0b3e2707b96cfb7005",0,1,0,1,0,1,NA,0,NA
"016fa4627154abe1b299b0854f46f2fc",111,274,15,128,11.71875,291,24,557.016666666667,30995
"0170ec26fc830b0467542e4964d05ec0",9,24,2,11,18.1818181818182,26,2,33.4666666666667,1100
"0172416db36f2eb12bbcd187133942ae",92,202,8,101,7.92079207920792,211,13,418.5,74550
"0172d1b900781d4adbe1a9ce4997cad8",0,15,0,3,0,15,NA,21.8333333333333,NA
"0175f1bb9e5a0266f81a4abf85999670",2,6,4,6,66.6666666666667,10,4,22.4,0
"017b916b7238e43852f7b53d84e2f20a",0,82,0,35,0,82,NA,150.083333333333,NA
"0181f9acdd3243555729b1ca4d646dfa",3,5,1,4,25,6,1,5.33333333333333,980
"0183e2de94b46ab4d8c2c19001b8b937",159,359,16,178,8.98876404494382,378,40,504.583333333333,294099
"01854ffb0b1379512de45445f22f730f",15,46,3,18,16.6666666666667,49,4,85.4166666666667,1300
"0187511eccd31108b3fc34b99f399d31",2,10,2,4,50,12,2,25.0666666666667,1280
"0188d5c73e2f97d9308a8195511ddc3e",0,4,0,3,0,4,NA,0.15,NA
"018a7f9b17b984e02a991a6c5bbedae2",3,15,1,6,16.6666666666667,18,3,76.4166666666667,3000
"01907d9d26f7c04a107be4be4540d4b2",0,0,1,1,100,1,1,0,1050
"0196192ec6442dd2168a8ba9d82c0d12",6,9,1,7,14.2857142857143,10,1,11.25,450
"0197bd343350e76a53eeeb1271b959ae",105,206,9,117,7.69230769230769,218,12,613.666666666667,13070
"019903f851259e879fdf483d50f40204",0,3,2,3,66.6666666666667,6,3,19.8333333333333,1500
"019aa7c78e178a73aba795fd287cf368",105,339,10,117,8.54700854700855,351,19,926.166666666667,39900
"019b05323afe6ed61d237703c448dac5",185,535,15,202,7.42574257425743,552,25,1164.25,55285
"019fb9aba578adf543b8ded4dad767b0",20,27,1,21,4.76190476190476,28,1,19.05,980
"01a1f5fdd1abcd214aa04444df9a26c1",2,4,1,3,33.3333333333333,5,1,23.4333333333333,2980
"01a2e32567fdbecaa4d484913827ccf6",2,7,1,3,33.3333333333333,8,1,139.616666666667,500
"01a9171435dedb8740577b520f0625b0",128,273,9,139,6.47482014388489,284,30,792.833333333333,68370
"01a99a1d2286d45e42c7b7e90c2c86a6",44,100,1,45,2.22222222222222,101,4,163.6,7160
"01aa263f2bebe3b7ae43503629eafe54",34,73,1,35,2.85714285714286,74,2,114.883333333333,5800
"01aaabce7c7e71033bc4763b890df720",37,113,5,46,10.8695652173913,122,14,583.55,34446
"01b0ed6f33749cb5e073b6a2199b8c60",11,92,3,16,18.75,97,5,324.266666666667,22810
"01b1f44795349f4a52562adc7d9721c3",88,242,1,89,1.12359550561798,243,1,494.383333333333,0
"01b3f011eaa17ecf602d67aba43b5eca",5,29,2,8,25,32,4,68.5333333333333,9535
"01b930305a18f0db73f026a80dcb20e3",0,4,2,2,100,6,2,2.71666666666667,500
"01b9edbc472e9f1666db4fdedbe3ce5d",0,1,1,1,100,2,1,1.15,2980
"01bb2058bc77883185f8014296626dbc",3,9,2,5,40,11,3,4.25,1000
"01bd5360b53106d0f8806dfe507e6ffc",5,9,1,6,16.6666666666667,10,1,2.36666666666667,500
"01c05231e0a8155b664856d9ccdbf1c3",4,5,1,5,20,6,2,6.78333333333333,2000
"01c417112f697891d9a4b251a039d41b",40,81,2,42,4.76190476190476,83,2,293.75,730
"01c68fdc90cec4cbbc8db95fe3600588",22,144,8,33,24.2424242424242,155,13,247.583333333333,36940
"01c8ccb3c9903618c4fa3dd9f277b159",9,34,3,13,23.0769230769231,38,4,125.633333333333,1100
"01ca1b3c7ad219f2fe543ae784108e73",33,66,3,36,8.33333333333333,69,4,215.816666666667,7950
"01cd9fb2af5ab4038875baebc44222cc",1,28,3,4,75,31,4,98.0166666666667,8200
"01cdbe4f8554d0c6675a7b07774037f3",204,737,40,254,15.748031496063,787,82,1418.63333333333,220766
"01d1e3eac72dd14f7a8f169e912934f7",0,21,0,6,0,21,NA,28.6833333333333,NA
"01d3abb522ee6fad16f76d280609b657",12,24,1,13,7.69230769230769,25,2,85.0833333333333,26000
"01d5a61212726a6d1f5273595de8504f",4,12,1,5,20,13,1,13.9666666666667,3000
"01d5e7298202e8ace1681b8ec5f336f4",8,18,2,10,20,20,4,45.25,8160
"01d79fb7b63ab428712575c0f02d3fdd",0,3,0,2,0,3,NA,7.8,NA
"01da67d93280d72c87cbf1c9bf35fdb3",0,40,0,23,0,40,NA,101.366666666667,NA
"01da9dd55cb5d275f55210c79427ca02",25,49,2,27,7.40740740740741,51,2,105.933333333333,2600
"01e0651a378c8e030f04be16e759b057",39,58,1,40,2.5,59,2,55.0666666666667,10500
"01e181f8ab722cb7605d1f625da8393f",16,33,1,17,5.88235294117647,34,1,16.2166666666667,500
"01e2d005809cda10a62a2044ba042cc0",6,19,4,11,36.3636363636364,24,6,62.65,9200
"01e3328bd13bb1eac0741aa306150af4",1,9,1,2,50,10,1,35.6833333333333,1190
"01e37e58a6b2d2acd058d230cc683ac3",2,3,1,3,33.3333333333333,4,1,2.6,400
"01e4c49bcca2e52aeceb2623fc16380e",4,5,1,5,20,6,1,51.45,1100
"01ea737ec95f9dded9e2f6aef0b44745",4,7,1,5,20,8,4,24.1333333333333,9600
"01ede202758624ed454ab31dee75affc",2,4,1,3,33.3333333333333,5,1,47.4,24000
"01f16ce6662c7ec2a546acdc41cfac06",0,1,0,1,0,1,NA,0,NA
"01f607ae5fd7ca102ce739230a169a12",10,16,1,12,8.33333333333333,18,2,9.11666666666667,200
"01f61f5948da9c6c47bc47e6a959d48c",17,73,3,23,13.0434782608696,79,6,134.333333333333,19698
"01f68fea66453e2e170b82ff535e9ebb",-1,9,2,2,100,12,3,75.3166666666667,5340
"01fb076e8faaf71783142cc782a537b7",11,20,1,12,8.33333333333333,21,2,44.1666666666667,1000
"01fe2ba07e7ac585e8775f608e11c091",5,9,1,6,16.6666666666667,10,1,10.1,500
"01ffc7d50cf3b2df7de83e38384d0cf3",39,85,3,42,7.14285714285714,88,5,169.716666666667,9240
"0200f1c16acdc92252fc12a4fe31dc09",114,185,9,124,7.25806451612903,195,14,227.9,20549
"0201eaa15be18dc4ade4dbe4a75f2978",42,103,2,44,4.54545454545455,105,3,144.266666666667,8160
"02020143c01b0f164c66aad984a45529",23,68,3,26,11.5384615384615,71,3,85.7,3975
"0206e1a074f61e94eff15f45d75127bd",23,39,4,28,14.2857142857143,44,5,108.866666666667,31880
"0208baba626434ed215963102944e6ca",0,7,0,2,0,7,NA,27.9333333333333,NA
"020a50a4429fe679f423134c6f1e1fae",148,712,42,202,20.7920792079208,766,60,2077.58333333333,124560
"020d18e8ca67262f685ec5bff6a78407",2,3,1,3,33.3333333333333,4,1,2.08333333333333,1670
"020db5aaa6779862364c51e8b272c193",50,75,1,51,1.96078431372549,76,2,35.5833333333333,1000
"020ff74ffe41143ce8502081c552fccf",20,40,2,22,9.09090909090909,42,2,188.683333333333,1395
"02118c40b16074862856d3eb6190fa71",5,10,2,7,28.5714285714286,12,2,32.25,0
"02132e65f030c0f3d0defdad748332a6",1,3,1,2,50,4,1,11.4333333333333,14980
"021a4f760a6ac0171cb5ee6d94929db0",0,16,0,9,0,16,NA,62.2,NA
"022274c1a32d8110c624073750d340e8",0,59,0,37,0,59,NA,62.35,NA
"0223075f36d8f71bf9968a84b229c6c5",119,381,16,145,11.0344827586207,407,30,1435.1,59334
"022ac1e66b1d064c8cada6410cd5de91",96,202,12,109,11.0091743119266,215,21,427.7,43236
"022c2516666581d9b70a2853c865fd99",54,139,18,73,24.6575342465753,158,20,256.55,33515
"022eb9ce315df20373bec5b16eb1db3e",199,815,9,208,4.32692307692308,824,14,1377.4,27334
"0230ba99198f08d322d0eac2f7f45877",2,3,1,3,33.3333333333333,4,1,3.58333333333333,14000
"02311ccd9241a37e5ad6e8251faf12c7",13,23,1,14,7.14285714285714,24,4,27.05,2400
"02323c1085cc53a0076bc4416e6aa91e",12,20,1,13,7.69230769230769,21,3,21.9833333333333,4500
"0232f64d878a6002344f33050df957b0",0,4,0,1,0,4,NA,15.3333333333333,NA
"02367582d8dec04d8f4cfec080e6e1cd",7,34,1,8,12.5,35,1,54.5166666666667,29800
"0237a21ca04c90f7831c32c823105d4f",46,103,4,51,7.84313725490196,108,6,188.633333333333,5650
"023c4bf1ba0636fab90f0c6cbc59a4fa",0,26,0,10,0,26,NA,25.4833333333333,NA
"023e330955566b842021beca203abdbb",10,19,3,13,23.0769230769231,22,4,15.7166666666667,2100
"02445d553744423d4f0ea545b5d0b8e0",386,1134,21,415,5.06024096385542,1163,59,3375.88333333333,112054
"0244a2e0033029957f51e2bbccb23b59",81,322,3,86,3.48837209302326,327,7,443.616666666667,2300
"024a465d7f3b773fd5970ede82901c0b",13,29,1,14,7.14285714285714,30,6,98.0833333333333,9600
"024a54ab3da438531ff19cfbabe401a8",54,126,3,57,5.26315789473684,129,4,236.3,14740
"024e49444955bd06b4f6951f65b3d0e0",0,12,0,5,0,12,NA,10.0833333333333,NA
"025139172a167d6dfaeef7c367c7f6b0",2,2,1,3,33.3333333333333,3,1,0,1980
"025225dabac270aa1f2f3ee7d28b81f6",2,5,2,4,50,7,2,14.5833333333333,500
"0252fc7016a3a3509137f0681e6552d4",8,21,4,12,33.3333333333333,25,5,31.5,2810
"0253f0aa85febfba17a6d6a0990961ee",44,97,5,49,10.2040816326531,102,6,274.6,22930
"0254cb3bfec4966d2b6cecbbcbb2ef5f",0,22,0,8,0,22,NA,49.5333333333333,NA
"025f6e6a4bb17e2216c7422e08660393",45,71,3,50,6,76,6,164.483333333333,8777
"0260833ef427c8cfb514a46c7055fdad",-1,10,2,2,100,13,3,76.5,5500
"0264712f8d19f282a9323861ab492ce6",88,137,16,104,15.3846153846154,153,21,148.983333333333,65939
"02674014868aaa2e8d556c6d24a80f93",7,11,1,8,12.5,12,1,26.7666666666667,0
"0268c466617d8113230dca6c3e5afdd5",91,250,6,97,6.18556701030928,256,11,407.933333333333,25850
"02703fdc095fad82bca39fdf5d3724e8",37,90,6,45,13.3333333333333,98,24,163.566666666667,29537
"02705451e104a4e7715f67ba78796f01",3,25,2,5,40,27,2,104.683333333333,1290
"027661a0c36ecac8468559a7851f846f",0,9,0,3,0,9,NA,30.1166666666667,NA
"027805f5aad2e029781d9390d51b3509",7,80,2,10,20,83,3,186.55,2840
"027a09cb7243d77785ee18a85520d4a9",13,22,1,15,6.66666666666667,24,6,30.0666666666667,10500
"027a57dfc7deb2354b8c6229413bcbdd",4,7,1,5,20,8,4,15.1333333333333,15600
"027efbb40929f4d33a2a0050a2793062",1,7,1,2,50,8,1,8.88333333333333,2480
"02842b5f538d994a16fb35175336e7b9",6,9,1,7,14.2857142857143,10,1,5.03333333333333,2480
"0285cfa44e10a4d84826aa5799fbcfdf",83,163,6,89,6.74157303370786,169,9,276.05,26250
"028698f4e426885681b364d520faf0d6",1,6,1,2,50,7,1,9.08333333333333,2980
"0287df69f3df8db373abef54c1a5b23e",5,7,1,6,16.6666666666667,8,1,5.93333333333333,1285
"0290d60183db7cd484be02d8ac952474",1,2,1,2,50,3,1,4.8,100
"02921ce0d7f7b5756256fab21ce655b9",49,76,1,50,2,77,1,75.9333333333333,980
"0292ed63d2c9f48398bdb4f3da189177",0,1,0,1,0,1,NA,0,NA
"0296b5f074e6ec09c372617ec6cdb109",144,210,6,150,4,216,10,331.25,23160
"0297525e4a05ff656b4ce1cf897d26e4",17,85,3,20,15,88,5,306.816666666667,33160
"0299eaecf4465b8b35135e7d84dcb380",3,14,1,4,25,15,1,28.6833333333333,1190
"029d7e1fe544a4a598888f2326281f93",4,20,1,7,14.2857142857143,23,3,49.2333333333333,4500
"029e1ac44cf94ec662cb52366fd05c34",54,102,8,62,12.9032258064516,110,10,181.883333333333,9150
"029faf2b7a89edf8517219fb084fbd89",28,59,5,36,13.8888888888889,67,8,80.0166666666667,27060
"02a0e4c1f83730b86d8ab3c0576f1c67",12,22,2,14,14.2857142857143,24,2,26.9666666666667,3080
"02a2c2b665fef5d276d5140310a93025",6,14,2,8,25,16,2,21.8666666666667,1590
"02a5d9d2edc615022349da237ff9d872",10,78,2,13,15.3846153846154,81,3,151.916666666667,20980
"02a6bc9d71e7e5094e0e5b33ac82a109",9,38,3,13,23.0769230769231,42,5,62.8,5260
"02a7d9f492fb09c0a078607727343132",14,46,3,17,17.6470588235294,49,3,88.5833333333333,13880
"02a86f66a8c5893a47bcc266d14dc6db",43,85,2,45,4.44444444444444,87,3,132.45,2960
"02a909b54a829b289da6bfccb059491a",0,2,0,1,0,2,NA,0.7,NA
"02aa5a95de5240e4db6e52fd5fb819e9",1,1,1,2,50,2,1,0,0
"02b498174e6d6a27bba04c80af9cbdab",22,50,1,23,4.34782608695652,51,1,66.1333333333333,5800
"02b572d504dda005da47cf03bb3bdb95",25,49,6,31,19.3548387096774,55,6,90.5166666666667,3400
